frameIndex;frameTime;pcm_LOGenergy
249;2.495646;-1.057432e+01
250;2.505669;-1.148278e+01
251;2.515692;-1.146280e+01
252;2.525714;-9.543837e+00
253;2.535737;-8.813695e+00
254;2.545760;-8.201009e+00
255;2.555782;-7.979835e+00
256;2.565805;-8.141559e+00
257;2.575828;-8.340667e+00
258;2.585850;-8.138557e+00
259;2.595873;-7.848893e+00
260;2.605896;-7.295844e+00
261;2.615918;-6.952106e+00
262;2.625941;-7.042632e+00
263;2.635964;-7.550291e+00
264;2.645986;-8.118937e+00
265;2.656009;-8.886464e+00
266;2.666032;-1.021954e+01
267;2.676054;-1.081300e+01
268;2.686077;-1.165904e+01
269;2.696100;-1.220215e+01
270;2.706122;-1.221009e+01
271;2.716145;-1.224380e+01
272;2.726168;-1.234647e+01
273;2.736190;-1.242792e+01
274;2.746213;-1.232455e+01
275;2.756236;-1.261409e+01
276;2.766259;-1.308210e+01
277;2.776281;-1.279995e+01
278;2.786304;-1.246528e+01
279;2.796327;-1.240840e+01
280;2.806349;-1.210171e+01
281;2.816372;-1.242339e+01
282;2.826395;-1.282394e+01
283;2.836417;-1.365768e+01
284;2.846440;-1.263664e+01
285;2.856463;-1.249953e+01
286;2.866485;-1.256422e+01
287;2.876508;-1.280429e+01
288;2.886531;-1.255387e+01
289;2.896553;-1.287542e+01
290;2.906576;-1.278147e+01
291;2.916599;-1.323512e+01
292;2.926621;-1.340912e+01
293;2.936644;-1.342290e+01
294;2.946667;-1.301021e+01
295;2.956689;-1.283790e+01
296;2.966712;-1.263600e+01
297;2.976735;-1.290287e+01
298;2.986757;-1.282994e+01
299;2.996780;-1.219632e+01
300;3.006803;-1.116923e+01
301;3.016825;-1.072197e+01
302;3.026848;-1.096252e+01
303;3.036871;-1.113444e+01
304;3.046893;-1.124536e+01
305;3.056916;-1.115960e+01
306;3.066939;-1.122593e+01
307;3.076961;-1.128196e+01
308;3.086984;-1.159944e+01
309;3.097007;-1.198085e+01
310;3.107029;-1.139422e+01
311;3.117052;-8.602272e+00
312;3.127075;-7.692198e+00
313;3.137098;-7.446750e+00
314;3.147120;-7.754573e+00
315;3.157143;-8.731715e+00
316;3.167166;-9.286584e+00
317;3.177188;-9.035612e+00
318;3.187211;-8.764093e+00
319;3.197234;-8.783565e+00
320;3.207256;-8.860863e+00
321;3.217279;-8.836088e+00
322;3.227302;-8.790830e+00
323;3.237324;-8.848861e+00
324;3.247347;-8.998051e+00
325;3.257370;-9.033947e+00
326;3.267392;-8.905185e+00
327;3.277415;-8.751166e+00
328;3.287438;-8.729006e+00
329;3.297460;-8.729753e+00
330;3.307483;-8.673882e+00
331;3.317506;-8.707176e+00
332;3.327528;-8.805702e+00
333;3.337551;-8.847154e+00
334;3.347574;-8.843289e+00
335;3.357596;-8.715014e+00
336;3.367619;-8.430398e+00
337;3.377642;-8.257057e+00
338;3.387664;-8.090423e+00
339;3.397687;-7.918493e+00
340;3.407710;-7.821993e+00
341;3.417732;-7.784734e+00
342;3.427755;-7.736056e+00
343;3.437778;-7.753593e+00
344;3.447800;-7.724645e+00
345;3.457823;-7.608447e+00
346;3.467846;-7.478060e+00
347;3.477868;-7.256800e+00
348;3.487891;-7.046249e+00
349;3.497914;-7.230069e+00
350;3.507937;-7.945808e+00
351;3.517959;-9.547235e+00
352;3.527982;-1.028772e+01
353;3.538005;-1.043479e+01
354;3.548027;-1.054222e+01
355;3.558050;-1.162231e+01
356;3.568073;-1.239629e+01
357;3.578095;-1.307036e+01
358;3.588118;-1.225316e+01
359;3.598141;-1.219555e+01
360;3.608163;-1.216460e+01
361;3.618186;-1.249121e+01
362;3.628209;-1.230026e+01
363;3.638231;-1.251372e+01
364;3.648254;-1.339213e+01
365;3.658277;-1.284859e+01
366;3.668299;-1.271974e+01
367;3.678322;-1.231819e+01
368;3.688345;-1.249065e+01
369;3.698367;-1.318200e+01
370;3.708390;-1.303073e+01
371;3.718413;-1.331088e+01
372;3.728435;-1.345110e+01
373;3.738458;-1.293601e+01
374;3.748481;-1.274658e+01
375;3.758503;-1.288821e+01
376;3.768526;-1.301006e+01
377;3.778549;-1.282510e+01
378;3.788571;-1.216341e+01
379;3.798594;-1.211824e+01
380;3.808617;-1.261105e+01
381;3.818639;-1.276200e+01
382;3.828662;-1.208957e+01
383;3.838685;-1.206627e+01
384;3.848707;-1.229289e+01
385;3.858730;-1.304469e+01
386;3.868753;-1.340758e+01
387;3.878776;-1.299241e+01
388;3.888798;-1.273368e+01
389;3.898821;-1.260978e+01
390;3.908844;-1.288301e+01
391;3.918866;-1.338692e+01
392;3.928889;-1.332631e+01
393;3.938912;-1.352610e+01
394;3.948934;-1.323501e+01
395;3.958957;-1.240090e+01
396;3.968980;-1.230241e+01
397;3.979002;-1.362566e+01
398;3.989025;-1.292761e+01
399;3.999048;-1.281312e+01
400;4.009070;-1.313952e+01
401;4.019093;-1.294988e+01
402;4.029116;-1.294451e+01
403;4.039138;-1.286692e+01
404;4.049161;-1.309684e+01
405;4.059184;-1.322381e+01
406;4.069206;-1.349117e+01
407;4.079229;-1.371363e+01
408;4.089252;-1.307482e+01
409;4.099274;-1.270453e+01
410;4.109297;-1.285771e+01
411;4.119320;-1.281322e+01
412;4.129342;-1.280023e+01
413;4.139365;-1.274043e+01
414;4.149388;-1.306368e+01
415;4.159410;-1.326718e+01
416;4.169433;-1.316929e+01
417;4.179456;-1.271558e+01
418;4.189478;-1.258291e+01
419;4.199501;-1.240101e+01
420;4.209524;-1.260579e+01
421;4.219546;-1.264264e+01
422;4.229569;-1.199633e+01
423;4.239592;-1.177584e+01
424;4.249615;-1.120643e+01
425;4.259637;-1.111047e+01
426;4.269660;-1.110543e+01
427;4.279683;-1.092359e+01
428;4.289705;-1.070661e+01
429;4.299728;-9.534797e+00
430;4.309751;-9.605262e+00
431;4.319773;-9.926893e+00
432;4.329796;-1.102679e+01
433;4.339819;-1.167615e+01
434;4.349841;-1.075839e+01
435;4.359864;-1.059081e+01
436;4.369887;-1.047429e+01
437;4.379909;-1.095737e+01
438;4.389932;-1.098508e+01
439;4.399955;-1.127501e+01
440;4.409977;-1.115416e+01
441;4.420000;-1.064428e+01
442;4.430023;-1.060402e+01
443;4.440045;-1.111767e+01
444;4.450068;-1.110919e+01
445;4.460091;-1.075041e+01
446;4.470113;-1.018883e+01
447;4.480136;-1.002028e+01
448;4.490159;-1.056606e+01
449;4.500181;-1.117410e+01
450;4.510204;-1.110770e+01
451;4.520227;-1.128040e+01
452;4.530249;-1.149680e+01
453;4.540272;-1.117566e+01
454;4.550295;-1.131625e+01
455;4.560317;-1.146034e+01
456;4.570340;-9.687911e+00
457;4.580363;-8.259438e+00
458;4.590385;-7.991935e+00
459;4.600408;-8.024359e+00
460;4.610431;-8.044271e+00
461;4.620454;-8.079432e+00
462;4.630476;-8.073380e+00
463;4.640499;-8.117063e+00
464;4.650522;-8.199144e+00
465;4.660544;-8.180773e+00
466;4.670567;-8.277150e+00
467;4.680590;-8.360544e+00
468;4.690612;-8.510073e+00
469;4.700635;-8.494353e+00
470;4.710658;-8.458820e+00
471;4.720680;-8.422000e+00
472;4.730703;-8.486836e+00
473;4.740726;-8.520199e+00
474;4.750748;-8.665586e+00
475;4.760771;-8.921753e+00
476;4.770794;-9.359931e+00
477;4.780816;-9.970964e+00
478;4.790839;-1.055861e+01
479;4.800862;-1.111412e+01
480;4.810884;-1.129753e+01
481;4.820907;-1.115399e+01
482;4.830930;-1.154040e+01
483;4.840952;-1.209564e+01
484;4.850975;-1.190324e+01
485;4.860998;-1.197223e+01
486;4.871020;-1.215010e+01
487;4.881043;-1.271470e+01
488;4.891066;-1.257125e+01
489;4.901088;-1.275504e+01
490;4.911111;-1.279902e+01
491;4.921134;-1.324968e+01
492;4.931156;-1.216715e+01
493;4.941179;-1.190635e+01
494;4.951202;-1.221965e+01
495;4.961224;-1.368328e+01
496;4.971247;-1.366196e+01
497;4.981270;-1.287538e+01
498;4.991293;-1.234855e+01
499;5.001315;-1.230902e+01
500;5.011338;-1.099448e+01
501;5.021361;-1.048759e+01
502;5.031383;-1.054237e+01
503;5.041406;-1.118286e+01
504;5.051429;-1.167986e+01
505;5.061451;-1.163231e+01
506;5.071474;-1.157556e+01
507;5.081497;-1.060149e+01
508;5.091519;-8.291944e+00
509;5.101542;-7.905866e+00
510;5.111565;-7.852981e+00
511;5.121587;-7.819147e+00
512;5.131610;-7.791580e+00
513;5.141633;-7.811580e+00
514;5.151655;-7.790303e+00
515;5.161678;-7.812736e+00
516;5.171701;-7.958278e+00
517;5.181723;-8.090018e+00
518;5.191746;-8.096683e+00
519;5.201769;-7.965946e+00
520;5.211791;-7.858588e+00
521;5.221814;-7.880992e+00
522;5.231837;-7.954524e+00
523;5.241859;-7.896611e+00
524;5.251882;-7.712724e+00
525;5.261905;-7.687751e+00
526;5.271927;-7.601973e+00
527;5.281950;-7.619401e+00
528;5.291973;-7.748458e+00
529;5.301995;-7.883468e+00
530;5.312018;-7.875095e+00
531;5.322041;-7.914960e+00
532;5.332063;-8.081748e+00
533;5.342086;-8.197349e+00
534;5.352109;-8.292398e+00
535;5.362132;-8.410670e+00
536;5.372154;-8.368182e+00
537;5.382177;-8.378139e+00
538;5.392200;-8.687045e+00
539;5.402222;-9.137240e+00
540;5.412245;-1.010068e+01
541;5.422268;-1.061469e+01
542;5.432290;-1.077565e+01
543;5.442313;-1.065301e+01
544;5.452336;-1.119116e+01
545;5.462358;-1.164107e+01
546;5.472381;-1.212191e+01
547;5.482404;-1.259937e+01
548;5.492426;-1.284487e+01
549;5.502449;-1.238859e+01
550;5.512472;-1.221128e+01
551;5.522494;-1.224127e+01
552;5.532517;-1.084066e+01
553;5.542540;-9.943552e+00
554;5.552562;-9.937287e+00
555;5.562585;-1.202014e+01
556;5.572608;-1.244050e+01
557;5.582630;-1.273013e+01
558;5.592653;-1.295257e+01
559;5.602676;-1.300322e+01
560;5.612698;-1.326358e+01
561;5.622721;-1.295164e+01
562;5.632744;-1.294997e+01
563;5.642766;-1.373378e+01
564;5.652789;-1.301092e+01
565;5.662812;-1.251322e+01
566;5.672834;-1.238874e+01
567;5.682857;-1.251089e+01
568;5.692880;-1.265618e+01
569;5.702902;-1.271500e+01
570;5.712925;-1.285697e+01
571;5.722948;-1.286668e+01
572;5.732971;-1.267097e+01
573;5.742993;-1.253722e+01
574;5.753016;-1.282357e+01
575;5.763039;-1.309023e+01
576;5.773061;-1.283044e+01
577;5.783084;-1.270644e+01
578;5.793107;-1.293734e+01
579;5.803129;-1.266617e+01
580;5.813152;-1.254086e+01
581;5.823175;-1.308281e+01
582;5.833197;-1.414208e+01
583;5.843220;-1.367790e+01
584;5.853243;-1.348638e+01
585;5.863265;-1.375714e+01
586;5.873288;-1.356126e+01
587;5.883311;-1.295810e+01
588;5.893333;-1.280836e+01
589;5.903356;-1.230183e+01
590;5.913379;-1.234942e+01
591;5.923401;-1.274638e+01
592;5.933424;-1.262282e+01
593;5.943447;-1.238631e+01
594;5.953469;-1.254498e+01
595;5.963492;-1.255500e+01
596;5.973515;-1.312613e+01
597;5.983537;-1.365226e+01
598;5.993560;-1.231440e+01
599;6.003583;-1.233742e+01
600;6.013605;-1.171476e+01
601;6.023628;-1.199612e+01
602;6.033651;-1.273470e+01
603;6.043673;-1.356478e+01
604;6.053696;-1.405563e+01
605;6.063719;-1.252849e+01
606;6.073741;-1.218140e+01
607;6.083764;-1.268006e+01
608;6.093787;-1.420287e+01
609;6.103810;-1.311223e+01
610;6.113832;-1.232044e+01
611;6.123855;-1.229412e+01
612;6.133878;-1.250770e+01
613;6.143900;-1.286024e+01
614;6.153923;-1.249302e+01
615;6.163946;-1.246987e+01
616;6.173968;-1.325247e+01
617;6.183991;-1.353747e+01
618;6.194014;-1.312581e+01
619;6.204036;-1.315483e+01
620;6.214059;-1.315705e+01
621;6.224082;-1.360433e+01
622;6.234104;-1.358275e+01
623;6.244127;-1.296569e+01
624;6.254150;-1.093682e+01
625;6.264172;-1.037224e+01
626;6.274195;-1.032651e+01
627;6.284218;-1.048928e+01
628;6.294240;-1.059920e+01
629;6.304263;-1.046617e+01
630;6.314286;-1.024489e+01
631;6.324308;-9.922455e+00
632;6.334331;-9.735293e+00
633;6.344354;-9.636115e+00
634;6.354376;-9.681401e+00
635;6.364399;-9.647806e+00
636;6.374422;-9.593461e+00
637;6.384444;-9.574532e+00
638;6.394467;-9.525115e+00
639;6.404490;-9.378827e+00
640;6.414512;-9.267865e+00
641;6.424535;-9.262116e+00
642;6.434558;-9.288239e+00
643;6.444580;-9.238832e+00
644;6.454603;-9.377879e+00
645;6.464626;-9.751257e+00
646;6.474649;-1.008470e+01
647;6.484671;-1.066423e+01
648;6.494694;-1.129277e+01
649;6.504717;-1.162693e+01
650;6.514739;-1.161583e+01
651;6.524762;-1.184157e+01
652;6.534785;-1.235157e+01
653;6.544807;-1.245641e+01
654;6.554830;-1.269844e+01
655;6.564853;-1.235455e+01
656;6.574875;-1.202750e+01
657;6.584898;-1.103792e+01
658;6.594921;-1.082036e+01
659;6.604943;-1.121480e+01
660;6.614966;-1.155455e+01
661;6.624989;-1.210351e+01
662;6.635011;-1.240696e+01
663;6.645034;-1.265388e+01
664;6.655057;-9.523411e+00
665;6.665079;-9.062675e+00
666;6.675102;-8.966686e+00
667;6.685125;-9.599196e+00
668;6.695147;-9.683881e+00
669;6.705170;-9.532460e+00
670;6.715193;-9.316442e+00
671;6.725215;-9.324284e+00
672;6.735238;-9.299718e+00
673;6.745261;-9.290597e+00
674;6.755283;-9.296441e+00
675;6.765306;-9.314245e+00
676;6.775329;-9.272017e+00
677;6.785351;-9.205756e+00
678;6.795374;-9.115273e+00
679;6.805397;-9.067022e+00
680;6.815420;-9.094216e+00
681;6.825442;-9.042699e+00
682;6.835465;-9.076146e+00
683;6.845488;-9.248151e+00
684;6.855510;-9.390063e+00
685;6.865533;-9.413115e+00
686;6.875556;-9.574541e+00
687;6.885578;-1.000568e+01
688;6.895601;-1.040209e+01
689;6.905624;-1.051933e+01
690;6.915646;-1.062780e+01
691;6.925669;-1.143991e+01
692;6.935692;-1.164305e+01
693;6.945714;-1.158951e+01
694;6.955737;-1.168198e+01
695;6.965760;-1.237115e+01
696;6.975782;-1.206081e+01
697;6.985805;-1.201129e+01
698;6.995828;-1.240795e+01
699;7.005850;-1.296262e+01
700;7.015873;-1.236120e+01
701;7.025896;-1.247770e+01
702;7.035918;-1.349102e+01
703;7.045941;-1.371321e+01
704;7.055964;-1.367380e+01
705;7.065986;-1.313025e+01
706;7.076009;-1.326623e+01
707;7.086032;-1.290559e+01
708;7.096054;-1.279762e+01
709;7.106077;-1.192447e+01
710;7.116100;-1.212562e+01
711;7.126122;-1.225091e+01
712;7.136145;-1.289823e+01
713;7.146168;-1.317393e+01
714;7.156190;-1.318412e+01
715;7.166213;-1.282807e+01
716;7.176236;-1.272432e+01
717;7.186259;-1.316708e+01
718;7.196281;-1.265829e+01
719;7.206304;-1.257674e+01
720;7.216327;-1.282925e+01
721;7.226349;-1.302147e+01
722;7.236372;-1.243802e+01
723;7.246395;-1.209561e+01
724;7.256417;-1.236731e+01
725;7.266440;-1.275618e+01
726;7.276463;-1.273266e+01
727;7.286485;-1.244750e+01
728;7.296508;-1.238723e+01
729;7.306531;-1.193202e+01
730;7.316553;-1.191268e+01
731;7.326576;-1.256497e+01
732;7.336599;-1.293079e+01
733;7.346621;-1.305282e+01
734;7.356644;-1.207121e+01
735;7.366667;-1.204384e+01
736;7.376689;-1.276392e+01
737;7.386712;-1.289045e+01
738;7.396735;-1.303763e+01
739;7.406757;-1.334054e+01
740;7.416780;-1.305447e+01
741;7.426803;-1.240426e+01
742;7.436825;-1.253366e+01
743;7.446848;-1.238773e+01
744;7.456871;-1.217884e+01
745;7.466893;-1.043527e+01
746;7.476916;-9.230326e+00
747;7.486939;-8.989243e+00
748;7.496961;-9.275925e+00
749;7.506984;-9.864565e+00
750;7.517007;-1.002527e+01
751;7.527029;-9.869396e+00
752;7.537052;-9.726522e+00
753;7.547075;-9.765797e+00
754;7.557098;-9.604846e+00
755;7.567120;-9.579732e+00
756;7.577143;-9.476257e+00
757;7.587166;-9.448044e+00
758;7.597188;-9.407105e+00
759;7.607211;-9.387327e+00
760;7.617234;-9.332979e+00
761;7.627256;-9.364427e+00
762;7.637279;-9.435518e+00
763;7.647302;-9.638344e+00
764;7.657324;-9.814800e+00
765;7.667347;-9.964207e+00
766;7.677370;-1.001633e+01
767;7.687392;-1.014068e+01
768;7.697415;-1.034848e+01
769;7.707438;-1.043484e+01
770;7.717460;-1.039996e+01
771;7.727483;-1.037689e+01
772;7.737506;-1.023843e+01
773;7.747528;-1.016549e+01
774;7.757551;-9.805597e+00
775;7.767574;-9.744347e+00
776;7.777596;-1.016838e+01
777;7.787619;-1.108739e+01
778;7.797642;-1.139587e+01
779;7.807664;-1.140671e+01
780;7.817687;-1.159033e+01
781;7.827710;-1.194046e+01
782;7.837732;-1.196742e+01
783;7.847755;-1.197239e+01
784;7.857778;-1.220012e+01
785;7.867800;-1.221185e+01
786;7.877823;-1.187079e+01
787;7.887846;-1.184143e+01
788;7.897868;-1.304081e+01
789;7.907891;-1.272161e+01
790;7.917914;-1.269867e+01
791;7.927937;-1.287039e+01
792;7.937959;-1.213162e+01
793;7.947982;-1.226474e+01
794;7.958005;-1.314461e+01
795;7.968027;-1.272032e+01
796;7.978050;-1.243781e+01
797;7.988073;-1.244170e+01
798;7.998095;-1.260566e+01
799;8.008118;-1.239802e+01
800;8.018141;-1.251885e+01
801;8.028163;-1.246947e+01
802;8.038186;-1.282285e+01
803;8.048209;-1.292178e+01
804;8.058231;-1.270346e+01
805;8.068254;-1.221607e+01
806;8.078277;-1.225248e+01
807;8.088299;-1.241887e+01
808;8.098322;-1.263672e+01
809;8.108345;-1.227477e+01
810;8.118367;-1.222303e+01
811;8.128390;-1.232970e+01
812;8.138413;-1.311689e+01
813;8.148435;-1.341421e+01
814;8.158458;-1.309281e+01
815;8.168481;-1.257385e+01
816;8.178503;-1.245610e+01
817;8.188526;-1.287160e+01
818;8.198549;-1.299539e+01
819;8.208571;-1.261616e+01
820;8.218594;-1.273197e+01
821;8.228617;-1.349456e+01
822;8.238639;-1.355298e+01
823;8.248662;-1.267690e+01
824;8.258685;-1.269399e+01
825;8.268707;-1.307586e+01
826;8.278730;-1.377306e+01
827;8.288753;-1.386409e+01
828;8.298776;-1.302448e+01
829;8.308798;-1.256886e+01
830;8.318821;-1.279096e+01
831;8.328844;-1.249453e+01
832;8.338866;-1.245543e+01
833;8.348889;-1.240378e+01
834;8.358912;-1.283584e+01
835;8.368934;-1.290575e+01
836;8.378957;-1.245670e+01
837;8.388980;-1.218502e+01
838;8.399002;-1.141497e+01
839;8.409025;-1.117410e+01
840;8.419048;-1.104836e+01
841;8.429070;-1.084389e+01
842;8.439093;-1.059418e+01
843;8.449116;-9.655474e+00
844;8.459138;-8.673059e+00
845;8.469161;-8.312673e+00
846;8.479184;-8.299150e+00
847;8.489206;-8.628435e+00
848;8.499229;-8.920938e+00
849;8.509252;-9.131946e+00
850;8.519274;-8.787976e+00
851;8.529297;-8.651877e+00
852;8.539320;-8.960064e+00
853;8.549342;-9.874981e+00
854;8.559365;-1.006435e+01
855;8.569388;-1.071118e+01
856;8.579410;-1.134291e+01
857;8.589433;-1.216317e+01
858;8.599456;-1.205171e+01
859;8.609478;-1.196685e+01
860;8.619501;-1.221460e+01
861;8.629524;-1.315717e+01
862;8.639546;-1.338970e+01
863;8.649569;-1.332070e+01
864;8.659592;-1.318952e+01
865;8.669615;-1.304478e+01
866;8.679637;-1.258034e+01
867;8.689660;-1.226163e+01
868;8.699683;-1.224294e+01
869;8.709705;-1.178214e+01
